timestamp,open,high,low,close,volume,volume
2023-12-05 00:00:00,-0.7958303436189227,-0.8532860283074681,-0.8382214183779073,-0.901509980818316,-0.5030921875227118,-0.5030921875227118
2023-12-05 00:15:00,-0.8906665421325183,-0.955710911978727,-0.9745729052412693,-1.0318878313900701,-0.23256235481242607,-0.23256235481242607
2023-12-05 00:30:00,-1.0216557665988106,-1.0490088258178936,-1.3047152848513779,-1.0193715577351818,2.5898436960908815,2.5898436960908815
2023-12-05 00:45:00,-1.0090808010500465,-1.0490088258178936,-1.1554801929300604,-1.1961639231104804,0.008123401756891658,0.008123401756891658
2023-12-05 01:00:00,-1.1867021894263388,-1.1017424292922051,-1.2274136545036451,-1.1106360531354098,0.22097668011906246,0.22097668011906246
2023-12-05 01:15:00,-1.100773258176451,-1.0540793646135005,-1.1506488410333273,-0.9995541244482752,-0.172228503700609,-0.172228503700609
2023-12-05 01:30:00,-0.9891704389311701,-1.0398818559858012,-1.0024873828668395,-0.9979895902414141,-0.1311793867788683,-0.1311793867788683
2023-12-05 01:45:00,-0.9875985682375745,-0.8644412136578032,-0.9504161457576028,-0.810245485418088,-0.11962252707380903,-0.11962252707380903
2023-12-05 02:00:00,-0.7989740850061137,-0.7305789894537816,-0.8060124057330187,-0.8378855897392999,0.27378606219195273,0.27378606219195273
2023-12-05 02:15:00,-0.8267438005929676,-0.8086652869061276,-0.8086964901200927,-0.7716536416488489,-0.19116289249179788,-0.19116289249179788
2023-12-05 02:30:00,-0.7602012745640911,-0.7711432998186366,-0.7319316766497748,-0.8019013029814958,-0.25765065719834057,-0.25765065719834057
2023-12-05 02:45:00,-0.7905907746402709,-0.8461872739936185,-0.7920551669202336,-0.842057680957596,-0.3052377473748256,-0.3052377473748256
2023-12-05 03:00:00,-0.830935455775889,-0.8973997158292479,-0.8688199803905515,-0.9213274141052227,-0.05530838915397128,-0.05530838915397128
2023-12-05 03:15:00,-0.9105769042513947,-0.8421308429571329,-0.8516418403132776,-0.7794763126831541,-0.36285671635034417,-0.36285671635034417
2023-12-05 03:30:00,-0.7680606280320686,-0.7736785692164401,-0.7045540159016195,-0.7372338890979057,-0.48639036653419154,-0.48639036653419154
2023-12-05 03:45:00,-0.7256201193049899,-0.7391989054063133,-0.6642927500955086,-0.7236745926384432,-0.550208044276568,-0.550208044276568
2023-12-05 04:00:00,-0.7119972399604956,-0.6459009915671468,-0.6497986944053087,-0.6115496411467347,-0.05370719751430462,-0.05370719751430462
2023-12-05 04:15:00,-0.5993465069194842,-0.5328279764251134,-0.5478034876964947,-0.5625275693317551,0.12077760133214918,0.12077760133214918
2023-12-05 04:30:00,-0.5500945585201583,-0.5541242393666622,-0.5494139383287391,-0.5750438429866435,-0.40552818473648244,-0.40552818473648244
2023-12-05 04:45:00,-0.5626695240689223,-0.42786782335605095,-0.5370671501481985,-0.43319274156457493,0.16405533700848884,0.16405533700848884
2023-12-05 05:00:00,-0.42015324784959635,-0.4922636660602583,-0.5800125003413833,-0.6438833480885297,-0.1534938660125207,-0.1534938660125207
2023-12-05 05:15:00,-0.6318318345871247,-0.5865756876585463,-0.5912856547670944,-0.5202851457465067,-0.46048189991114374,-0.46048189991114374
2023-12-05 05:30:00,-0.5076540497930796,-0.5901250648154711,-0.5370671501481985,-0.5687857061591993,-0.5549947031239865,-0.5549947031239865
2023-12-05 05:45:00,-0.5563820412945404,-0.637281075614615,-0.6336941880828644,-0.6788246120417598,-0.2612745276828295,-0.2612745276828295
2023-12-05 06:00:00,-0.666936946744091,-0.6707466316656204,-0.6401359906118421,-0.7163734330064251,-0.4702205471557585,-0.4702205471557585
2023-12-05 06:15:00,-0.7046618433903832,-0.6712536855451812,-0.6267155686764718,-0.6386682340656595,-0.49206715260469197,-0.49206715260469197
2023-12-05 06:30:00,-0.626592265608473,-0.637281075614615,-0.5585398252447908,-0.590167673652967,-0.44966793277128947,-0.44966793277128947
2023-12-05 06:45:00,-0.5778642741070122,-0.43648773930858265,-0.5112999400322875,-0.3831276469450213,0.1552842654819323,0.1552842654819323
