timestamp,open,close,high,low,volume
2019-01-01,-1.2860404642847736,-1.2871187981892553,-1.284166456998254,-1.2904094916086555,-0.7309581172663102
2019-01-02,-1.285666586967119,-1.2787684149122935,-1.2800412836702801,-1.289636644584831,-0.7299045160144199
2019-01-03,-1.277316660206165,-1.2786126241795144,-1.2764014248514797,-1.2784625646987038,-0.7302823964030889
2019-01-04,-1.2771608779904755,-1.2840029835336726,-1.280829919747687,-1.2838080899468223,-0.7302412061152277
2019-01-05,-1.2825509426533301,-1.2789553637916284,-1.2783730150449966,-1.28293863704502,-0.7294788488892633
2019-01-06,-1.2775035988649923,-1.279578526722745,-1.2802536087680436,-1.2819081743465874,-0.7289507516745245
2019-01-07,-1.2781267277277502,-1.2666790540486321,-1.2661794880020152,-1.2777863235528575,-0.7297034682314197
2019-01-08,-1.2652279602686645,-1.2651211467208408,-1.2670287883930687,-1.2696714298027016,-0.728606584294933
2019-01-09,-1.2636701381117699,-1.2688601243075401,-1.2642382299653216,-1.2689951886568553,-0.7289306128873382
2019-01-10,-1.2674089112883165,-1.2820400203006554,-1.2690913750570556,-1.2820369821838915,-0.7279315440345506
2019-01-11,-1.2805880867356432,-1.2906085106035081,-1.2843181177823706,-1.2987175971147673,-0.7278005175728481
2019-01-12,-1.2891561085985626,-1.2916367294398505,-1.289929566794688,-1.2945313424023854,-0.7287428664049158
2019-01-13,-1.2901842712221128,-1.292633790129637,-1.2926897930656116,-1.2926636287614766,-0.7291706484576947
2019-01-14,-1.2911812774025253,-1.2972451958198996,-1.2947523797295986,-1.2993938382606136,-0.7277247776573041
2019-01-15,-1.2957924309869326,-1.2896737662068334,-1.288655616208108,-1.296044834490708,-0.7280790082663782
2019-01-16,-1.2882214153044258,-1.2919483109054088,-1.2912641816949149,-1.2955296031414918,-0.728948502836912
2019-01-17,-1.2904958356534917,-1.29388011599187,-1.2933874326725485,-1.2952397855075577,-0.7291575614131012
2019-01-18,-1.2924275351280408,-1.2929453715951953,-1.2918404926745584,-1.2926314268021506,-0.729626222997542
2019-01-19,-1.291492841833904,-1.2864021608184715,-1.284803432291544,-1.2933720718666488,-0.728926673382961
2019-01-20,-1.2849499887749476,-1.2983045728027978,-1.2884736232671679,-1.3007463205523062,-0.7280836802371459
2019-01-21,-1.296851750053621,-1.2974944609923462,-1.2972699487459356,-1.298170163806225,-0.72946194732295
2019-01-22,-1.2960416825320358,-1.2954380233196614,-1.2969969593345256,-1.3035478910136695,-0.7283816707759093
2019-01-23,-1.2939853572849351,-1.295344548879994,-1.294600718945482,-1.296044834490708,-0.7290615113906056
2019-01-24,-1.2938918879555215,-1.2955938140524406,-1.2971182879618188,-1.2968498834738584,-0.729248625307741
2019-01-25,-1.2941411395006246,-1.2963104514232247,-1.2962386554139422,-1.298041355968921,-0.7293866142387095
2019-01-26,-1.294857737692796,-1.2944098044833192,-1.2915068389495015,-1.295916026653404,-0.7291934590680181
2019-01-27,-1.292957194661385,-1.2972763539664554,-1.296693637766292,-1.300198887243764,-0.7292942350503885
2019-01-28,-1.2958235874300705,-1.3046919928467424,-1.298301242077929,-1.3056410183698606,-0.7288842655769671
2019-01-29,-1.303238820896888,-1.3054397883640823,-1.3052776381472966,-1.3083137809939198,-0.7294176307682074
2019-01-30,-1.3039865755321973,-1.3033833506913977,-1.304246344815303,-1.306478269312337,-0.7312789639022825
2019-01-31,-1.3019302502850967,-1.3051905231916356,-1.3034577087378962,-1.3054156046545784,-0.7312962123592369
2019-02-01,-1.3037373239870942,-1.3036326158638443,-1.3051259773631798,-1.306285057556381,-0.7317037880321677
2019-02-02,-1.3021795018301998,-1.3032587181051745,-1.303973355403893,-1.3038377086476038,-0.7317915288334963
2019-02-03,-1.3018056245125451,-1.304255778794961,-1.3025477440331963,-1.30435293999682,-0.7315392874738146
2019-02-04,-1.3028026306929574,-1.305315155777859,-1.3054899632450598,-1.3056410183698606,-0.7295712421062499
2019-02-05,-1.3038619497596458,-1.3045362021139633,-1.3058236169701165,-1.3049325752646883,-0.7295539396601883
2019-02-06,-1.3030830386811985,-1.3081193889678835,-1.3051563095200032,-1.3077663476853776,-0.7296641505578653
2019-02-07,-1.3066660296420556,-1.3079012819419928,-1.3090388255933902,-1.3089256182211142,-0.7299129306631347
2019-02-08,-1.3064479345400903,-1.305128206898524,-1.30703690324305,-1.3083137809939198,-0.7295896668455623
2019-02-09,-1.3036750111008184,-1.2917925201726297,-1.2884129589535211,-1.304385141956146,-0.7294581476801182
2019-02-10,-1.2903400534378022,-1.2938177996987585,-1.2934784291430184,-1.293307667947997,-0.7298510604216824
2019-02-11,-1.292365222241765,-1.2926961064227487,-1.2919618213018516,-1.2927602346394547,-0.729770996276234
2019-02-12,-1.291243590288801,-1.2947213859488775,-1.2950253691410087,-1.2954007953041877,-0.7297217016707461
2019-02-13,-1.2932687590927636,-1.294783702241989,-1.2939940758090152,-1.2944991404430595,-0.7299174802019114
2019-02-14,-1.2933310719790394,-1.2955626559058848,-1.2962083232571189,-1.2959804305720561,-0.7294749965326576
2019-02-15,-1.2941099830574867,-1.295718446638664,-1.294873708356892,-1.295561805100818,-0.7296221657373957
2019-02-16,-1.2942657652731762,-1.2934439019400885,-1.2950557012978319,-1.2952075835482317,-0.7296597493828554
2019-02-17,-1.2919913449241103,-1.294783702241989,-1.2905968742448015,-1.2945313424023854,-0.7294573990595066
2019-02-18,-1.2933310719790394,-1.2807002199987547,-1.282012873863797,-1.293951707134517,-0.7287892953366143
2019-02-19,-1.279248359680714,-1.2724433111614604,-1.273095219757736,-1.2801692685429826,-0.7288736582053023
2019-02-20,-1.2709919022491738,-1.2734715299978028,-1.2736108664237327,-1.27453392566093,-0.7291989944393891
2019-02-21,-1.272020064872724,-1.2745620651272567,-1.273641198580556,-1.2747593393762122,-0.728845588970921
2019-02-22,-1.27311054038255,-1.2719759389631229,-1.2742175095601995,-1.274083098230366,-0.7291264730398307
2019-02-23,-1.2705245556021054,-1.2726302600407953,-1.2743085060306694,-1.2716357493215886,-0.7292225290138814
2019-02-24,-1.271178840908001,-1.2816972806885414,-1.2599007315395845,-1.285385985953797,-0.7266646471243382
2019-02-25,-1.2802453658611266,-1.2821023365937672,-1.2830441671957906,-1.2845165330519948,-0.7292044528656545
2019-02-26,-1.280650399621919,-1.2802016896538615,-1.2800412836702801,-1.2813607410380452,-0.728873625471749
2019-02-27,-1.2787498565905078,-1.280450954826308,-1.282103870334267,-1.2805878940142208,-0.7308416946455343
2019-02-28,-1.278999108135611,-1.2794538941365217,-1.2814062307273304,-1.2879621426998784,-0.7294802241236067
2019-03-01,-1.2780021019551986,-1.27976547560208,-1.2788886617109934,-1.2818437704279355,-0.7294421473492942
2019-03-02,-1.2783136663865775,-1.2803574803866407,-1.2809815805318037,-1.281070923404111,-0.7291135921741108
2019-03-03,-1.2789056388061972,-1.2807313781453107,-1.2824375240593238,-1.2803624802989388,-0.7296718931059628
