timestamp,open,high,low,close,volume,volume
2023-12-05 00:00:00,-0.796541636512402,-1.0273971620814453,-1.1643389646998208,-0.8998108193747056,0.06573872271652093,0.06573872271652093
2023-12-05 04:00:00,-0.7174166213997276,-0.4183801204003692,-0.5055746290629523,-0.6777833149137752,0.22754887823366224,0.22754887823366224
2023-12-05 08:00:00,-0.4884486089174263,-0.8186173678524535,-0.6087090455438063,-0.8820678006596853,-0.6893867635665273,-0.6893867635665273
2023-12-05 12:00:00,-0.6991189616549217,-0.8860833275596387,-0.5379728750778803,-0.8878222932159081,-0.7975802733129296,-0.7975802733129296
2023-12-05 16:00:00,-0.7050533377883723,-1.0410726944545232,-0.8468361537535267,-0.9990758159695493,-0.3751399380996033,-0.3751399380996033
2023-12-05 20:00:00,-0.81978460970175,-0.5920593815384605,-0.6583863561000292,-0.45959213882365985,-0.2549690821164236,-0.2549690821164236
2023-12-06 00:00:00,-0.26343684719075866,1.139263016893221,-0.1032964077109302,1.0058852988277518,2.6274300994463013,2.6274300994463013
2023-12-06 04:00:00,1.247850941461321,1.4661082406097865,1.3270861538481389,1.55256209166892,0.6035207143205243,0.6035207143205243
2023-12-06 08:00:00,1.8116166741391257,1.2623428082509236,1.4879974423889477,1.1828359449316037,-0.273992311546351,-0.273992311546351
2023-12-06 12:00:00,1.4303330075649263,0.9158959881329461,1.6100308357118431,1.0648688475290358,-1.133170046075174,-1.133170046075174
