timestamp,open,close,high,low,volume
2019-01-01 00:00:00,-1.285242118141012,-1.2816471546429087,-1.2802309337275442,-1.2849425550979825,-0.5786741126555223
2019-01-01 04:00:00,-1.2814063462658665,-1.2857636170361004,-1.2823284433894955,-1.2892366230642553,-0.5768971908360567
2019-01-01 08:00:00,-1.2855227843757788,-1.2862313968535086,-1.2854438621520994,-1.2863002383520246,-0.5785578449365008
2019-01-01 12:00:00,-1.2859905614337233,-1.2855765051091372,-1.285505553612745,-1.2856687577687491,-0.5774002100919842
2019-01-01 16:00:00,-1.285335673552601,-1.2845785748319998,-1.284210032939187,-1.2849741291271461,-0.5772799765056951
2019-01-01 20:00:00,-1.2843377491623191,-1.285108725291729,-1.2827911293443375,-1.2866159786436624,-0.5762466457444146
2019-01-02 00:00:00,-1.2848678964946563,-1.2872605124518066,-1.2857523194553275,-1.2884788463643249,-0.5779425439499115
2019-01-02 04:00:00,-1.2870196709612014,-1.2837677564818255,-1.2834080439507938,-1.2867422747603174,-0.5774416897235021
2019-01-02 08:00:00,-1.2835269355952152,-1.2785598078480147,-1.2760359144036417,-1.283237557523139,-0.5744310713068818
2019-01-02 12:00:00,-1.2783190176834323,-1.279838406015597,-1.2788120301326948,-1.2801748766942531,-0.5769366845157771
2019-01-02 16:00:00,-1.2795976083084808,-1.2784974372056936,-1.278596110020435,-1.2791960817901762,-0.5766379788540086
2019-01-02 20:00:00,-1.2782566474090395,-1.2767510592207032,-1.2762518345159015,-1.2784698791194096,-0.5766791727660177
2019-01-03 00:00:00,-1.2765102797260466,-1.275940240870529,-1.2743085535055643,-1.2775226582444963,-0.5769194970788415
2019-01-03 04:00:00,-1.2756994661589425,-1.273071191323759,-1.272704575528778,-1.2770490478070398,-0.5769312156029239
2019-01-03 08:00:00,-1.2728304335368825,-1.2747551986664283,-1.2723344267649044,-1.2746494215905932,-0.5771775762434002
2019-01-03 12:00:00,-1.274514430945483,-1.2759090555493684,-1.2747095479997608,-1.2764807152820918,-0.5768344009558168
2019-01-03 16:00:00,-1.2756682810217461,-1.2764392060090977,-1.2760976058642874,-1.2771437698945312,-0.5766382887188282
2019-01-03 20:00:00,-1.2761984283540835,-1.2765951326149003,-1.2762518345159015,-1.2764491412529282,-0.5773567223754673
2019-01-04 00:00:00,-1.276354354040065,-1.279838406015597,-1.276837903392035,-1.2811852456274937,-0.5773129589999876
2019-01-04 04:00:00,-1.2795976083084808,-1.2791211436289045,-1.2795523276604424,-1.279764414315124,-0.5773989666084878
2019-01-04 08:00:00,-1.2788803501529658,-1.280119073906042,-1.2798299392333476,-1.2811220975691662,-0.5774185786370304
2019-01-04 12:00:00,-1.2798782745432475,-1.2788404757384595,-1.2785344185597896,-1.2794802480526501,-0.5771898400490806
2019-01-04 16:00:00,-1.278599683918199,-1.2790587729865834,-1.2783184984475298,-1.2798275623734516,-0.5764937870832673
2019-01-04 20:00:00,-1.278817979878573,-1.2819901931756745,-1.2794597904694738,-1.2827639470856822,-0.5758486102990172
2019-01-05 00:00:00,-1.2817493827750257,-1.2818030812487113,-1.2811871513675515,-1.2819114482982605,-0.5768198031034442
2019-01-05 04:00:00,-1.281562271951848,-1.277250024359272,-1.2765294460888068,-1.28115367159833,-0.5766901608944541
2019-01-05 08:00:00,-1.2770092419211874,-1.2761897234398134,-1.2743393992358871,-1.277017473777876,-0.5762312973753039
2019-01-05 12:00:00,-1.2759489472565129,-1.2768134298630243,-1.2757274571004136,-1.2763859931946007,-0.5762182971376498
2019-01-05 16:00:00,-1.276572650000439,-1.2770005417899875,-1.2772697436165543,-1.2772069179528587,-0.575980489973457
2019-01-05 20:00:00,-1.276759760823617,-1.2769381711476664,-1.2766836747404209,-1.2766385854279108,-0.576114351575476
2019-01-06 00:00:00,-1.2766973905492243,-1.2762520940821345,-1.2762518345159015,-1.2767017334862383,-0.576110345466024
2019-01-06 04:00:00,-1.2760113175309056,-1.2782479546364092,-1.2764060631675154,-1.2797012662567966,-0.5755154975696303
2019-01-06 08:00:00,-1.2780071663114692,-1.279152328950065,-1.278966258784309,-1.2809010793650197,-0.5760991158844814
2019-01-06 12:00:00,-1.278911535290162,-1.279089958307744,-1.2792130246268913,-1.278817193440211,-0.5762740023813352
