timestamp,open,high,low,close,volume
2023-12-05 00:00:00,41668.5,41684.0,41121.0,41295.5,80680841
2023-12-05 01:00:00,41295.5,41673.0,41193.0,41665.5,45656567
2023-12-05 02:00:00,41665.5,41805.0,41583.0,41635.0,40936399
2023-12-05 03:00:00,41635.0,41796.5,41527.0,41748.5,24402950
2023-12-05 04:00:00,41748.5,42103.5,41731.0,42027.0,46125702
2023-12-05 05:00:00,42027.0,42040.0,41746.0,41791.5,24818934
2023-12-05 06:00:00,41791.5,42095.0,41740.0,42075.0,27763804
2023-12-05 07:00:00,42075.0,42473.0,41883.5,41980.0,117739024
2023-12-05 08:00:00,41980.0,42034.0,41805.0,42004.0,18649074
2023-12-05 09:00:00,42004.0,42004.5,41760.5,41949.0,20907335
2023-12-05 10:00:00,41949.0,41959.0,41635.5,41824.0,24796771
2023-12-05 11:00:00,41824.0,41839.0,41653.0,41767.0,11725195
2023-12-05 12:00:00,41767.0,41866.5,41735.5,41855.5,16614463
2023-12-05 13:00:00,41855.5,41867.5,41743.0,41812.5,9434339
2023-12-05 14:00:00,41812.5,41960.0,41750.5,41950.0,15176216
2023-12-05 15:00:00,41950.0,41951.5,41701.0,41761.0,18290554
2023-12-05 16:00:00,41761.0,41766.5,41415.0,41562.0,47039343
2023-12-05 17:00:00,41562.0,41680.5,41435.0,41649.0,36334793
2023-12-05 18:00:00,41649.0,41764.5,41621.5,41742.5,27077641
2023-12-05 19:00:00,41742.5,41790.0,41639.5,41645.0,13733072
2023-12-05 20:00:00,41645.0,41778.5,41589.5,41760.5,13958233
2023-12-05 21:00:00,41760.5,41913.5,41723.0,41904.5,22269767
2023-12-05 22:00:00,41904.5,42113.5,41828.5,41855.0,53944416
2023-12-05 23:00:00,41855.0,42282.5,41835.0,42207.5,52408788
2023-12-06 00:00:00,42207.5,42535.0,42103.5,42272.0,68008563
2023-12-06 01:00:00,42272.0,42849.0,42149.5,42728.0,89231107
2023-12-06 02:00:00,42728.0,44181.5,42694.0,43404.0,305370910
2023-12-06 03:00:00,43404.0,44130.0,43333.0,43735.5,121222691
2023-12-06 04:00:00,43735.5,43995.0,43600.5,43831.0,57748403
2023-12-06 05:00:00,43831.0,43858.0,43428.0,43797.5,35871386
2023-12-06 06:00:00,43797.5,44294.5,43700.5,43914.0,75236682
2023-12-06 07:00:00,43914.0,44540.0,43811.0,44305.5,105146640
2023-12-06 08:00:00,44305.5,44316.5,43868.5,44102.0,47090284
2023-12-06 09:00:00,44102.0,44174.0,43839.5,44164.0,34886237
2023-12-06 10:00:00,44164.0,44164.0,43752.0,43898.5,27838639
2023-12-06 11:00:00,43898.5,43934.5,43577.0,43920.0,29853873
2023-12-06 12:00:00,43920.0,43936.5,43690.0,43797.0,8141813
