1701147301046.0,37003.6
1701147301845.0,37005.5
1701147301945.0,37007.6
1701147302346.0,37007.7
1701147303045.0,37007.8
1701147305046.0,37007.7
1701147305145.0,37007.8
1701147305345.0,37007.7
1701147305445.0,37007.8
1701147306846.0,37007.9
1701147307046.0,37007.8
1701147307346.0,37007.9
1701147307445.0,37009.8
1701147307946.0,37009.9
1701147308746.0,37009.8
1701147309446.0,37009.9
1701147309746.0,37009.8
1701147310846.0,37009.9
1701147314446.0,37009.8
1701147314646.0,37009.9
1701147317446.0,37009.8
1701147319546.0,37009.9
1701147319946.0,37011.5
1701147320046.0,37011.8
1701147320646.0,37011.7
1701147321646.0,37011.8
1701147321746.0,37011.7
1701147321846.0,37011.8
1701147322445.0,37010.0
1701147323246.0,37010.1
1701147327246.0,37010.0
1701147329546.0,37010.1
1701147333447.0,37010.0
1701147334346.0,37010.1
1701147336445.0,37010.0
1701147336747.0,37010.1
1701147341745.0,37010.0
1701147341845.0,37008.2
1701147341945.0,37006.9
1701147342046.0,37007.0
1701147342646.0,37006.8
1701147342945.0,37006.7
1701147343045.0,37004.5
1701147345045.0,37002.7
1701147346346.0,37002.8
1701147346546.0,37002.7
1701147346946.0,37002.8
1701147348045.0,37005.8
1701147348146.0,37005.7
1701147349746.0,37005.8
1701147352546.0,37005.7
1701147353746.0,37005.8
1701147353846.0,37005.7
1701147355146.0,37005.8
1701147355746.0,37005.7
1701147356946.0,37005.8
1701147357145.0,37007.7
1701147357245.0,37009.7
1701147357445.0,37010.0
1701147357646.0,37009.9
1701147359046.0,37009.7
